iter	Passed	Remaining
196	117	835
197	117	834
198	118	833
199	119	833
200	119	831
201	120	832
202	120	831
203	121	831
204	122	830
205	122	830
206	123	829
207	123	827
208	124	826
209	124	824
210	125	824
211	125	823
212	126	821
213	126	820
214	127	819
215	127	817
216	128	816
217	128	815
218	129	815
219	129	814
220	130	814
221	131	813
222	131	813
223	132	812
224	132	811
225	133	810
226	133	809
227	134	807
228	134	806
229	135	804
230	135	803
231	136	802
232	136	802
233	137	801
234	137	800
235	138	799
236	138	798
237	139	797
238	139	797
239	140	795
240	140	794
241	141	793
242	141	792
243	142	791
244	142	790
245	143	788
246	143	787
247	144	787
248	145	787
249	146	788
250	146	787
251	147	787
252	147	786
253	148	785
254	148	784
255	149	783
256	150	785
257	150	784
258	151	783
259	151	782
260	152	781
261	152	780
262	153	780
263	154	779
264	154	778
265	155	777
266	155	776
267	156	775
268	156	774
269	157	773
270	157	773
271	158	771
272	158	770
273	159	770
274	159	769
275	160	768
276	160	768
277	161	767
278	161	766
279	162	765
280	162	764
281	163	764
282	164	763
283	164	763
284	165	761
285	165	760
286	166	759
287	166	758
288	167	758
289	167	756
290	168	756
291	168	755
292	169	755
293	169	754
294	170	753
295	170	753
296	171	752
297	172	752
298	172	751
299	173	750
300	173	749
301	174	747
302	174	746
303	174	746
304	175	744
305	175	744
306	176	743
307	177	742
308	177	741
309	178	741
310	178	740
311	179	739
312	179	739
313	180	738
314	180	738
315	181	737
316	181	736
317	182	735
318	182	734
319	183	733
320	183	732
321	184	731
322	184	731
323	185	730
324	186	729
325	186	729
326	187	728
327	187	727
328	188	727
329	189	727
330	189	726
331	190	725
332	190	724
333	190	723
334	191	723
335	192	722
336	193	723
337	193	722
338	194	722
339	194	721
340	195	720
341	195	719
342	196	719
343	196	718
344	197	717
345	197	716
346	198	715
347	198	714
348	199	713
349	199	713
350	200	712
351	200	711
352	201	711
353	201	710
354	202	709
355	202	708
356	203	709
357	204	709
358	204	708
359	205	707
360	205	706
361	206	705
362	206	704
363	207	703
364	207	703
365	208	702
366	208	701
367	209	701
368	209	700
369	210	699
370	211	699
371	211	698
372	212	698
373	212	697
374	213	696
375	213	696
376	215	697
377	215	697
378	216	696
379	216	695
380	217	695
381	217	694
382	218	693
383	218	692
384	219	692
385	219	691
386	220	691
387	220	690
388	221	689
389	222	689
390	222	688
391	223	687
392	223	687
393	224	686
394	224	685
395	225	685
396	225	684
397	226	684
398	227	683
399	227	682
400	228	682
401	228	681
402	229	681
403	229	680
404	230	679
405	230	678
406	231	678
407	231	677
408	232	676
409	233	677
410	233	676
411	234	676
412	235	676
413	235	675
414	236	674
415	236	674
416	237	673
417	237	672
418	238	671
419	238	670
420	239	670
421	240	670
422	240	669
423	241	668
424	241	667
425	242	667
426	242	666
427	243	666
428	243	665
429	244	664
430	244	663
431	245	663
432	245	662
433	246	661
434	246	661
435	247	660
436	247	659
437	248	659
438	249	658
439	249	658
440	250	657
441	250	656
442	251	656
443	251	655
444	252	654
445	252	653
446	253	652
447	253	652
448	254	651
449	254	651
450	255	650
451	255	649
452	256	648
453	256	648
454	257	647
455	257	646
456	258	645
457	258	644
458	259	643
459	259	643
460	259	642
461	260	641
462	260	640
463	261	639
464	261	639
465	262	638
466	262	637
467	263	636
468	263	635
469	264	634
470	264	634
471	265	633
472	265	632
473	267	634
474	267	633
475	267	632
476	268	631
477	268	631
478	269	630
479	269	629
480	270	628
481	270	628
482	271	627
483	271	626
484	272	625
485	272	624
486	273	624
487	273	623
488	274	622
489	274	621
490	274	621
491	275	620
492	276	619
493	276	619
494	277	618
495	277	618
496	278	617
497	278	616
498	279	615
499	279	615
500	280	614
501	280	613
502	281	613
503	281	612
504	282	611
505	282	611
506	283	610
507	283	610
508	284	609
509	284	608
510	285	608
511	285	607
512	287	608
513	287	608
514	288	607
515	288	606
516	289	606
517	289	605
518	290	605
519	291	604
520	291	603
521	292	603
522	292	602
523	293	601
524	293	600
525	293	600
526	294	599
527	294	598
528	295	597
529	295	597
530	296	596
531	296	595
532	297	595
533	297	594
534	298	593
535	298	592
536	298	591
537	299	591
538	299	590
539	300	589
540	300	588
541	301	588
542	301	587
543	302	586
544	302	585
545	303	585
546	303	584
547	303	583
548	304	582
549	304	582
550	305	581
551	305	580
552	306	579
553	306	579
554	307	578
555	307	577
556	308	576
557	308	576
558	309	575
559	309	574
560	310	574
561	310	573
562	310	572
563	311	572
564	311	571
565	312	570
566	312	569
567	313	569
568	314	569
569	314	568
570	314	567
571	315	566
572	315	565
573	316	565
574	316	564
575	317	564
576	317	563
577	318	562
578	318	561
579	319	561
580	319	560
581	319	559
582	320	559
583	321	558
584	321	557
585	322	557
586	322	556
587	323	556
588	323	555
589	323	554
590	324	554
591	325	553
592	325	553
593	326	552
594	326	551
595	327	551
596	327	550
597	328	549
598	328	548
599	329	548
600	329	547
601	330	547
602	330	546
603	331	546
604	331	545
605	332	544
606	332	544
607	333	543
608	333	542
609	334	542
610	334	541
611	334	540
612	335	539
613	335	539
614	336	538
615	336	538
616	337	537
617	337	536
618	338	536
619	338	535
620	339	535
621	339	534
622	340	533
623	340	533
624	341	532
625	341	531
626	342	531
627	342	530
628	343	530
629	344	529
630	344	529
631	345	528
632	345	527
633	346	527
634	346	527
635	347	526
636	347	525
637	348	525
638	348	524
639	349	523
640	349	523
641	350	522
642	350	521
643	351	521
644	351	520
645	352	519
646	352	519
647	352	518
648	353	518
649	354	517
650	354	517
651	355	516
652	355	515
653	356	515
654	356	514
655	357	514
656	357	513
657	358	512
658	358	512
659	359	511
660	359	510
661	359	510
662	360	509
663	360	508
664	361	508
665	361	507
666	362	506
667	362	506
668	363	505
669	363	504
670	364	504
671	364	503
672	364	502
673	365	502
674	365	501
675	366	500
676	366	500
677	367	499
678	367	498
679	368	498
680	369	498
681	369	497
682	370	497
683	370	496
684	371	495
685	371	495
686	372	494
687	372	494
688	373	493
689	373	493
690	374	492
691	375	492
692	375	491
693	376	491
694	376	490
695	377	490
696	377	489
697	378	489
698	379	488
699	379	488
700	380	487
701	380	486
702	381	486
703	381	486
704	382	485
705	382	484
706	383	484
707	383	483
708	384	483
709	384	482
710	385	481
711	385	481
712	386	480
713	386	479
714	387	479
715	387	478
716	388	478
717	388	477
718	389	477
719	389	476
720	390	475
721	390	475
722	391	474
723	391	473
724	392	473
725	392	472
726	393	471
727	393	471
728	393	470
729	394	470
730	394	469
731	395	468
732	395	468
733	396	467
734	397	467
735	397	466
736	398	466
737	398	465
738	398	464
739	399	464
740	399	463
741	400	462
742	400	462
743	401	461
744	401	460
745	402	460
746	402	459
747	403	459
748	403	458
749	403	457
750	404	457
751	404	456
752	405	455
753	405	455
754	406	454
755	406	454
756	407	453
757	407	452
758	408	452
759	408	451
760	409	451
761	410	451
762	410	450
763	411	450
764	412	449
765	412	449
766	413	448
767	413	448
768	414	447
769	414	447
770	415	446
771	416	446
772	416	445
773	417	445
774	417	444
775	418	444
776	418	443
777	419	443
778	419	442
779	420	441
780	420	441
781	421	440
782	422	440
783	422	439
784	422	439
785	423	438
786	423	437
787	424	437
788	424	436
789	425	436
790	425	435
791	426	434
792	426	434
793	427	433
794	427	432
795	428	432
796	428	431
797	428	431
798	429	430
799	430	430
800	430	429
801	431	429
802	431	428
803	432	427
804	432	427
805	433	427
806	433	426
807	434	425
808	434	425
809	435	424
810	435	423
811	436	423
812	436	422
813	437	422
814	437	421
815	438	420
816	438	420
817	438	419
818	439	419
819	439	418
820	440	418
821	441	417
822	441	416
823	442	416
824	442	415
825	443	415
826	443	414
827	444	414
828	444	413
829	444	412
830	445	412
831	445	411
832	446	410
833	446	410
834	447	409
835	447	409
836	448	408
837	448	407
838	449	407
839	450	407
840	450	406
841	451	406
842	451	405
843	451	404
844	452	404
845	453	403
846	453	403
847	454	402
848	454	402
849	455	401
850	455	400
851	455	400
852	456	399
853	456	399
854	457	398
855	457	397
856	458	397
857	459	397
858	459	396
859	460	395
860	460	395
861	460	394
862	461	393
863	461	393
864	462	393
865	463	392
866	463	391
867	463	391
868	464	390
869	464	390
870	465	389
871	465	388
872	466	388
873	466	387
874	467	387
875	467	386
876	468	385
877	468	385
878	468	384
879	469	384
880	469	383
881	470	382
882	470	382
883	471	381
884	471	381
885	472	380
886	472	380
887	473	379
888	473	378
889	474	378
890	475	378
891	475	377
892	475	376
893	476	376
894	476	375
895	477	375
896	477	374
897	478	373
898	478	373
899	479	372
900	479	372
901	480	371
902	480	370
903	481	370
904	481	370
905	482	369
906	483	369
907	483	368
908	484	368
909	484	367
910	485	366
911	485	366
912	485	365
913	486	365
914	486	364
915	487	363
916	487	363
917	488	362
918	488	362
919	489	361
920	489	361
921	490	360
922	490	360
923	491	359
924	491	358
925	492	358
926	492	357
927	493	357
928	493	356
929	494	355
930	494	355
931	495	354
932	495	354
933	495	353
934	496	353
935	497	352
936	497	352
937	498	351
938	498	350
939	498	350
940	499	349
941	499	349
942	500	348
943	501	348
944	501	347
945	502	347
946	502	346
947	503	346
948	503	345
949	504	345
950	504	344
951	505	344
952	506	343
953	506	343
954	507	342
955	507	342
956	508	341
957	509	341
958	509	340
959	510	340
960	510	339
961	511	338
962	511	338
963	512	337
964	512	337
965	513	336
966	513	336
967	514	335
968	514	335
969	515	334
970	515	334
971	516	333
972	516	333
973	517	332
974	517	331
975	518	331
976	519	331
977	519	330
978	520	329
979	520	329
980	520	328
981	521	328
982	521	327
983	522	327
984	522	326
985	523	325
986	523	325
987	524	324
988	525	324
989	525	323
990	525	323
991	526	322
992	526	322
993	527	321
994	527	320
995	528	320
996	528	319
997	529	319
998	529	318
999	530	318
1000	530	317
1001	531	317
1002	531	316
1003	532	315
1004	532	315
1005	533	314
1006	533	314
1007	534	313
1008	534	313
1009	535	312
1010	535	311
1011	535	311
1012	536	311
1013	537	310
1014	537	309
1015	538	309
1016	538	308
1017	539	308
1018	539	307
1019	539	307
1020	540	306
1021	540	305
1022	541	305
1023	541	304
1024	544	305
1025	544	304
1026	545	304
1027	546	303
1028	546	303
1029	547	302
1030	547	302
1031	547	301
1032	548	301
1033	548	300
1034	549	299
1035	549	299
1036	550	298
1037	550	298
1038	551	297
1039	551	297
1040	552	296
1041	552	296
1042	553	295
1043	553	294
1044	554	294
1045	554	293
1046	555	293
1047	555	292
1048	556	292
1049	556	291
1050	556	290
1051	557	290
1052	557	289
1053	558	289
1054	558	288
1055	559	288
1056	559	287
1057	560	286
1058	560	286
1059	561	285
1060	561	285
1061	561	284
1062	562	284
1063	562	283
1064	563	283
1065	563	282
1066	564	281
1067	564	281
1068	565	280
1069	565	280
1070	566	279
1071	566	279
1072	567	278
1073	567	278
1074	568	277
1075	569	277
1076	569	276
1077	570	276
1078	570	275
1079	571	275
1080	571	274
1081	572	273
1082	572	273
1083	573	272
1084	573	272
1085	574	271
1086	574	271
1087	575	270
1088	575	270
1089	576	269
1090	576	268
1091	577	268
1092	577	268
1093	578	267
1094	578	266
1095	579	266
1096	579	265
1097	580	265
1098	580	264
1099	581	264
1100	581	263
1101	582	263
1102	582	262
1103	582	261
1104	583	261
1105	583	260
1106	584	260
1107	585	259
1108	585	259
1109	586	258
1110	586	258
1111	586	257
1112	587	257
1113	587	256
1114	588	255
1115	588	255
1116	589	254
1117	590	254
1118	590	253
1119	590	253
1120	591	252
1121	592	252
1122	592	251
1123	593	251
1124	593	250
1125	594	250
1126	594	249
1127	595	249
1128	595	248
1129	595	247
1130	596	247
1131	596	246
1132	597	246
1133	597	245
1134	598	245
1135	598	244
1136	599	244
1137	600	243
1138	600	243
1139	601	242
1140	601	242
1141	602	241
1142	602	241
1143	603	240
1144	603	239
1145	604	239
1146	604	238
1147	604	238
1148	605	237
1149	605	237
1150	606	236
1151	606	236
1152	607	235
1153	607	234
1154	608	234
1155	609	233
1156	609	233
1157	610	233
1158	611	232
1159	611	231
1160	612	231
1161	612	230
1162	613	230
1163	613	229
1164	614	229
1165	614	228
1166	615	228
1167	615	227
1168	615	227
1169	616	226
1170	617	226
1171	617	225
1172	618	224
1173	618	224
1174	619	223
1175	619	223
1176	619	222
1177	620	222
1178	620	221
1179	621	221
1180	621	220
1181	622	220
1182	623	219
1183	623	219
1184	623	218
1185	624	217
1186	624	217
1187	625	216
1188	625	216
1189	626	215
1190	626	215
1191	627	214
1192	627	214
1193	628	213
1194	628	213
1195	628	212
1196	629	211
1197	629	211
1198	630	210
1199	630	210
1200	631	209
1201	631	209
1202	632	208
1203	632	208
1204	633	207
1205	633	207
1206	634	206
1207	634	206
1208	635	205
1209	635	204
1210	636	204
1211	636	203
1212	637	203
1213	637	202
1214	637	202
1215	638	201
1216	638	201
1217	639	200
1218	640	200
1219	640	199
1220	640	198
1221	641	198
1222	641	197
1223	642	197
1224	643	196
1225	643	196
1226	644	195
1227	644	195
1228	645	194
1229	645	194
1230	645	193
1231	646	193
1232	646	192
1233	647	192
1234	648	191
1235	648	190
1236	649	190
1237	649	189
1238	649	189
1239	650	188
1240	650	188
1241	651	187
1242	651	187
1243	652	186
1244	652	186
1245	653	185
1246	653	185
1247	654	184
1248	654	183
1249	655	183
1250	655	182
1251	656	182
1252	656	181
1253	657	181
1254	657	180
1255	658	180
1256	658	179
1257	659	179
1258	659	178
1259	660	178
1260	660	177
1261	660	177
1262	661	176
1263	661	175
1264	662	175
1265	662	174
1266	663	174
1267	664	173
1268	664	173
1269	665	172
1270	665	172
1271	666	171
1272	666	171
1273	667	170
1274	667	170
1275	667	169
1276	668	169
1277	668	168
1278	669	168
1279	669	167
1280	670	166
1281	670	166
1282	671	165
1283	671	165
1284	672	164
1285	672	164
1286	673	163
1287	673	163
1288	674	162
1289	674	162
1290	675	161
1291	675	161
1292	676	160
1293	676	159
1294	676	159
1295	677	158
1296	677	158
1297	678	157
1298	679	157
1299	679	156
1300	680	156
1301	680	155
1302	681	155
1303	681	154
1304	682	154
1305	682	153
1306	683	153
1307	684	152
1308	684	152
1309	685	151
1310	685	151
1311	685	150
1312	686	150
1313	686	149
1314	687	148
1315	687	148
1316	688	147
1317	689	147
1318	689	146
1319	689	146
1320	690	145
1321	690	145
1322	691	144
1323	691	144
1324	692	143
1325	692	143
1326	693	142
1327	693	142
1328	694	141
1329	695	141
1330	695	140
1331	696	140
1332	696	139
1333	697	139
1334	697	138
1335	698	138
1336	698	137
1337	699	136
1338	699	136
1339	700	135
1340	700	135
1341	701	134
1342	701	134
1343	702	133
1344	702	133
1345	703	132
1346	703	132
1347	704	131
1348	704	131
1349	704	130
1350	705	130
1351	706	129
1352	706	128
1353	707	128
1354	707	127
1355	707	127
1356	708	126
1357	708	126
1358	709	125
1359	710	125
1360	710	124
1361	711	124
1362	711	123
1363	711	123
1364	712	122
1365	713	122
1366	713	121
1367	714	121
1368	714	120
1369	715	120
1370	715	119
1371	716	119
1372	716	118
1373	717	118
1374	717	117
1375	718	116
1376	719	116
1377	719	115
1378	720	115
1379	720	114
1380	720	114
1381	721	113
1382	721	113
1383	722	112
1384	722	112
1385	723	111
1386	723	111
1387	724	110
1388	724	110
1389	725	109
1390	725	109
1391	726	108
1392	727	108
1393	727	107
1394	728	107
1395	729	106
1396	729	106
1397	729	105
1398	730	104
1399	731	104
1400	731	103
1401	732	103
1402	732	102
1403	733	102
1404	733	101
1405	734	101
1406	735	100
1407	735	100
1408	736	99
1409	736	99
1410	737	98
1411	737	98
1412	738	97
1413	738	97
1414	739	96
1415	739	96
1416	740	95
1417	740	95
1418	741	94
1419	741	94
1420	742	93
1421	742	92
1422	743	92
1423	743	91
1424	744	91
1425	744	90
1426	745	90
1427	745	89
1428	746	89
1429	746	88
1430	747	88
1431	747	87
1432	748	87
1433	748	86
1434	749	86
1435	749	85
1436	750	85
1437	750	84
1438	751	84
1439	752	83
1440	752	83
1441	753	82
1442	754	82
1443	754	81
1444	754	80
1445	755	80
1446	755	79
1447	756	79
1448	756	78
1449	757	78
1450	757	77
1451	758	77
1452	758	76
1453	759	76
1454	759	75
1455	760	75
1456	760	74
1457	761	74
1458	761	73
1459	762	73
1460	762	72
1461	763	72
1462	763	71
1463	764	71
1464	764	70
1465	765	69
1466	765	69
1467	766	68
1468	767	68
1469	767	67
1470	768	67
1471	768	66
1472	769	66
1473	769	65
1474	770	65
1475	770	64
1476	771	64
1477	771	63
1478	772	63
1479	773	62
1480	773	62
1481	774	61
1482	774	61
1483	775	60
1484	775	60
1485	776	59
1486	777	59
1487	777	58
1488	778	58
1489	778	57
1490	779	56
1491	780	56
1492	780	55
1493	781	55
1494	782	54
1495	782	54
1496	783	53
1497	784	53
1498	784	52
1499	785	52
1500	785	51
1501	786	51
1502	786	50
1503	787	50
1504	787	49
1505	788	49
1506	788	48
1507	789	48
1508	789	47
1509	790	47
1510	790	46
1511	791	46
1512	791	45
1513	792	45
1514	792	44
1515	793	43
1516	793	43
1517	794	42
1518	794	42
1519	795	41
1520	795	41
1521	796	40
1522	797	40
1523	798	39
1524	798	39
1525	799	38
1526	799	38
1527	800	37
1528	800	37
1529	801	36
1530	801	36
1531	802	35
1532	802	35
1533	803	34
1534	803	34
1535	804	33
1536	805	33
1537	806	32
1538	806	31
1539	807	31
1540	807	30
1541	808	30
1542	809	29
1543	809	29
1544	810	28
1545	810	28
1546	811	27
1547	811	27
1548	812	26
1549	812	26
1550	813	25
1551	814	25
1552	814	24
1553	815	24
1554	815	23
1555	816	23
1556	816	22
1557	817	22
1558	817	21
1559	818	20
1560	819	20
1561	819	19
1562	820	19
1563	820	18
1564	821	18
1565	821	17
1566	822	17
1567	823	16
1568	823	16
1569	824	15
1570	825	15
1571	826	14
1572	826	14
1573	827	13
1574	827	13
1575	828	12
1576	829	12
1577	829	11
1578	830	11
1579	831	10
1580	831	9
1581	832	9
1582	833	8
1583	833	8
1584	834	7
1585	834	7
1586	835	6
1587	835	6
1588	836	5
1589	836	5
1590	837	4
1591	837	4
1592	838	3
1593	838	3
1594	839	2
1595	839	2
1596	840	1
1597	840	1
1598	841	0
1599	842	0
