iter	MAE
232	0.2106700458
233	0.2104354732
234	0.2102953755
235	0.2100746711
236	0.2098366718
237	0.2096849795
238	0.2095340061
239	0.2093804748
240	0.2090874531
241	0.2089418517
242	0.2088785317
243	0.2087659586
244	0.2086841733
245	0.2082798088
246	0.2081248937
247	0.2080366762
248	0.2079942355
249	0.207616243
250	0.2075583364
251	0.207276856
252	0.2070053433
253	0.2068152136
254	0.2066177573
255	0.2062106138
256	0.2060855104
257	0.2060354581
258	0.2055242869
259	0.2054839234
260	0.2054415351
261	0.205208202
262	0.2050859082
263	0.2045062918
264	0.204028099
265	0.2038414274
266	0.2038376802
267	0.2037730223
268	0.203620453
269	0.2031392728
270	0.2029040827
271	0.2025421576
272	0.2025263224
273	0.2021898082
274	0.202143154
275	0.2017675479
276	0.2015499707
277	0.2014928061
278	0.2010741218
279	0.2006367124
280	0.2002323479
281	0.1996788693
282	0.1990943496
283	0.1984943729
284	0.1981224065
285	0.1980007707
286	0.1973720755
287	0.1972684683
288	0.1970202426
289	0.1965932702
290	0.196372567
291	0.1957163499
292	0.1955587454
293	0.1955016808
294	0.1951261289
295	0.1948471782
296	0.1944072839
297	0.1940102726
298	0.1938696668
299	0.1937266659
300	0.1933093887
301	0.1931935833
302	0.192964751
303	0.1925088758
304	0.1921672496
305	0.1920469494
306	0.1913312715
307	0.191099161
308	0.1907345203
309	0.1904284228
310	0.1899642633
311	0.1898109626
312	0.1893892214
313	0.1893117016
314	0.1888453806
315	0.1883906976
316	0.1876279441
317	0.1871332235
318	0.1866894313
319	0.186245954
320	0.1856718699
321	0.1854498361
322	0.1849760616
323	0.1845780747
324	0.1843519828
325	0.1841102912
326	0.1837118282
327	0.1833309764
328	0.1832125678
329	0.1827596741
330	0.1824967594
331	0.1821797422
332	0.1818744975
333	0.181724447
334	0.1813235196
335	0.1808848788
336	0.1803198002
337	0.1802177251
338	0.1801265317
339	0.1796959444
340	0.1794432055
341	0.1791990394
342	0.1790521117
343	0.1789599823
344	0.1785049552
345	0.1782233827
346	0.178169082
347	0.177886113
348	0.177557237
349	0.177309791
350	0.176992212
351	0.176596088
352	0.1763588827
353	0.1763308229
354	0.1762644545
355	0.176041137
356	0.175992827
357	0.1758444328
358	0.1757410102
359	0.175265554
360	0.1747879075
361	0.1747860332
362	0.174486749
363	0.1740571248
364	0.173388682
365	0.1728559299
366	0.172506686
367	0.1722777021
368	0.1718577037
369	0.1716337953
370	0.17152297
371	0.1712106846
372	0.1710654063
373	0.1710627137
374	0.1706255646
375	0.1704976185
376	0.1700551525
377	0.1699320746
378	0.1697920078
379	0.1694385388
380	0.1691127605
381	0.168661975
382	0.1684751532
383	0.168351412
384	0.1680372561
385	0.1678518924
386	0.1676044153
387	0.1671330085
388	0.1669473212
389	0.166646452
390	0.1665427608
391	0.1662175069
392	0.1659351959
393	0.1655886052
394	0.1655093508
395	0.1650147438
396	0.1646735064
397	0.1644142192
398	0.1641841162
399	0.164111229
400	0.163695618
401	0.1633673701
402	0.163038911
403	0.162905839
404	0.1626244709
405	0.1623116538
406	0.1619714891
407	0.1616466072
408	0.1614921201
409	0.1612939725
410	0.161084031
411	0.1607454786
412	0.1603907995
413	0.1600913081
414	0.15980654
415	0.1595745958
416	0.1593935932
417	0.1592017164
418	0.1588542268
419	0.1587237781
420	0.1584716939
421	0.1581520864
422	0.1581409987
423	0.1580517377
424	0.1576468284
425	0.1574236138
426	0.1573492667
427	0.157209922
428	0.1570404232
429	0.1568595083
430	0.1567886544
431	0.1565039904
432	0.1563635688
433	0.1559476688
434	0.1558729344
435	0.1556920291
436	0.1556100322
437	0.1551230339
438	0.15499297
439	0.1547872381
440	0.1546871558
441	0.1546503836
442	0.1543965747
443	0.1543176432
444	0.1541597437
445	0.1541329843
446	0.1539894444
447	0.1539274499
448	0.1536419313
449	0.1535863975
450	0.153401388
451	0.1531914993
452	0.1528589037
453	0.1527823446
454	0.1527079518
455	0.1526411005
456	0.1524653784
457	0.1523000555
458	0.1522218338
459	0.1519712392
460	0.1518084195
461	0.1517392846
462	0.1515521207
463	0.1515021047
464	0.151006562
465	0.1508304073
466	0.15073066
467	0.1505703901
468	0.1504746179
469	0.1501024816
470	0.1500290198
471	0.1497961188
472	0.149419941
473	0.1491795974
474	0.1485998996
475	0.147981515
476	0.1478612424
477	0.147550514
478	0.147536366
479	0.1474673581
480	0.1471841452
481	0.1469616892
482	0.146509942
483	0.1463595946
484	0.1462236989
485	0.1458827285
486	0.1455452106
487	0.1454686046
488	0.1453910527
489	0.1450652929
490	0.1449635022
491	0.1447133387
492	0.1446671507
493	0.1445649842
494	0.1443164556
495	0.1442831189
496	0.1441458169
497	0.1438728636
498	0.1436044196
499	0.1434746366
500	0.1434124982
501	0.1433609319
502	0.1432865213
503	0.143227526
504	0.1431841752
505	0.1431727827
506	0.143042581
507	0.1427015791
508	0.1423058317
509	0.1418344141
510	0.1417425804
511	0.1416827473
512	0.1416607714
513	0.1414953651
514	0.1413286558
515	0.1413236183
516	0.1410943242
517	0.1409313435
518	0.1408228233
519	0.1407520653
520	0.1407124932
521	0.1406373135
522	0.1405947892
523	0.1404656146
524	0.1401211218
525	0.1399188092
526	0.1398402769
527	0.1397678205
528	0.1395411154
529	0.1394430731
530	0.1391130179
531	0.1390864544
532	0.1388696427
533	0.1385757939
534	0.1385664728
535	0.1384928464
536	0.1382745273
537	0.1380444186
538	0.1380029281
539	0.1377474893
540	0.1376573092
541	0.1376479779
542	0.1375636701
543	0.1375617061
544	0.137353704
545	0.1372336774
546	0.1370307978
547	0.1367915248
548	0.1366702829
549	0.1366281328
550	0.1365901793
551	0.1364314427
552	0.1363952627
553	0.1362871516
554	0.13610296
555	0.1360134423
556	0.1358221936
557	0.1357625251
558	0.1357271412
559	0.1355350338
560	0.1354615497
561	0.1354343883
562	0.135285583
563	0.1352063451
564	0.1351513719
565	0.1350662972
566	0.1348693055
567	0.1345481955
568	0.134341069
569	0.1342650476
570	0.1341886016
571	0.1341524478
572	0.1341489041
573	0.1340583482
574	0.1338379469
575	0.1337058614
576	0.1336275912
577	0.1335168654
578	0.1333307132
579	0.1331875431
580	0.132804252
581	0.1326754726
582	0.1325568743
583	0.1325086977
584	0.132463789
585	0.1323446896
586	0.1322629651
587	0.1322147498
588	0.132199338
589	0.1321455639
590	0.1321265953
591	0.1321132103
592	0.1321067069
593	0.1320804603
594	0.1318392096
595	0.1318277017
596	0.1317614136
597	0.1317281312
598	0.1315151874
599	0.1314359161
600	0.131420784
601	0.1311986571
602	0.1310410413
603	0.1310001391
604	0.1309692629
605	0.1309233364
606	0.1308618064
607	0.1308512051
608	0.1308189869
609	0.1307836936
610	0.1307106115
611	0.1306722409
612	0.1306196862
613	0.1305380238
614	0.1302798103
615	0.1302064611
616	0.1301105832
617	0.1300478076
618	0.129825921
619	0.129764644
620	0.1294288291
621	0.1293730663
622	0.1291630695
623	0.129159747
624	0.1291122681
625	0.1290080851
626	0.1287614084
627	0.1286216265
628	0.128552083
629	0.1285320662
630	0.1283854436
631	0.1282590688
632	0.12824816
633	0.1282312541
634	0.1281608862
635	0.1280615137
636	0.1280173543
637	0.127975153
638	0.1276816268
639	0.1275823852
640	0.1272346171
641	0.127218974
642	0.1271149318
643	0.127088662
644	0.1270494113
645	0.1269433964
646	0.1269190334
647	0.1268244993
648	0.1267346153
649	0.1266928799
650	0.1266465476
651	0.1264870245
652	0.1263323798
653	0.1262297485
654	0.1261591943
655	0.1261330691
656	0.1261090754
657	0.1260595118
658	0.1259850474
659	0.1259740195
660	0.1258061328
661	0.1257932628
662	0.1257267452
663	0.1255527203
664	0.1253906442
665	0.1252865289
666	0.1252117391
667	0.1249649098
668	0.1249400904
669	0.1249326538
670	0.1246809818
671	0.1245821051
672	0.1245589609
673	0.1244706872
674	0.1244484032
675	0.1244109395
676	0.1242393361
677	0.124185085
678	0.1241703068
679	0.1241486627
680	0.1240525956
681	0.1239799858
682	0.1239035849
683	0.1237267661
684	0.1236582363
685	0.1235620537
686	0.1234511636
687	0.1232553792
688	0.1232366899
689	0.1231700579
690	0.1231399067
691	0.1231307905
692	0.1231095233
693	0.1231083019
694	0.1230714393
695	0.1228228754
696	0.1227872126
697	0.1227152017
698	0.1225760207
699	0.1225063336
700	0.1223019019
701	0.1222044727
702	0.1220833169
703	0.1220598174
704	0.1219831985
705	0.1218631289
706	0.1217136131
707	0.1214882741
708	0.1212524872
709	0.1212049215
710	0.1211472035
711	0.121140011
712	0.1211240718
713	0.1210824083
714	0.1210718096
715	0.1208747652
716	0.1207438472
717	0.1207107087
718	0.120676525
719	0.1206473996
720	0.1205343074
721	0.1204605778
722	0.1204135968
723	0.1203322524
724	0.1202974301
725	0.120272467
726	0.1201290931
727	0.1199893499
728	0.119915517
729	0.1196791431
730	0.1195608279
731	0.1193977024
732	0.1192321009
733	0.1191831338
734	0.1191228886
735	0.1190771641
736	0.1189680445
737	0.1189506598
738	0.1189231912
739	0.1188788444
740	0.1188398192
741	0.1188119508
742	0.1185294819
743	0.1185179223
744	0.1184897668
745	0.1184529548
746	0.1184242636
747	0.1183945198
748	0.1182116126
749	0.1181466201
750	0.1180510586
751	0.1179694197
752	0.1179426085
753	0.11792614
754	0.1177112926
755	0.1175854909
756	0.1175067225
757	0.1174765653
758	0.1174085521
759	0.1173918763
760	0.1172795551
761	0.1171289397
762	0.1169815222
763	0.116930996
764	0.1168411606
765	0.116831981
766	0.1167568975
767	0.1165953033
768	0.1165331899
769	0.1165233567
770	0.116424307
771	0.1163737843
772	0.1163293162
773	0.1163223627
774	0.1162923453
775	0.1162891093
776	0.1162852064
777	0.1162492486
778	0.1161043909
779	0.1159292583
780	0.1158294886
781	0.115768178
782	0.1157220053
783	0.1156330416
784	0.1156248044
785	0.1155866059
786	0.1154643772
787	0.1153726474
788	0.1153138848
789	0.1152697458
790	0.1151292364
791	0.1149311639
792	0.1148719092
793	0.1147713911
794	0.1146915644
795	0.114601523
796	0.1144100206
797	0.1143309585
798	0.1143184065
799	0.1142998098
800	0.1142039725
801	0.1141640274
802	0.1141247379
803	0.1141138367
804	0.1140178351
805	0.1138699716
806	0.1138212943
807	0.1137946283
808	0.1137687094
809	0.1136724601
810	0.1134195349
811	0.113383512
812	0.1133581348
813	0.1132938744
814	0.1131446443
815	0.1131322981
816	0.1130760054
817	0.1130663607
818	0.1130099453
819	0.1129732455
820	0.1129442482
821	0.1129422531
822	0.1129140873
823	0.1128584438
824	0.1127689102
825	0.1126493902
826	0.112638113
827	0.1124251139
828	0.1124059771
829	0.1123826831
830	0.1123692505
831	0.1122907528
832	0.1121855512
833	0.1121282512
834	0.1120547586
835	0.1120090119
836	0.111657874
837	0.1116099644
838	0.1115706058
839	0.1114570763
840	0.111262255
841	0.1111648136
842	0.111054507
843	0.1109577573
844	0.1108932597
845	0.1108593162
846	0.1107830214
847	0.1107572374
848	0.1107342274
849	0.1107265621
850	0.1106668579
851	0.1106563833
852	0.1106420145
853	0.1103772807
854	0.1103298477
855	0.1103229249
856	0.1101529272
857	0.1100672876
858	0.1098324279
859	0.1097598322
860	0.1095387748
861	0.1095357975
862	0.1093621217
863	0.1092955254
864	0.1092584683
865	0.1091272736
866	0.109031856
867	0.1088825593
868	0.1087664748
869	0.1086683853
870	0.1085765674
871	0.1085479359
872	0.1085117711
873	0.1084679666
874	0.1083728109
875	0.1083064136
876	0.1082374878
877	0.1082011869
878	0.1081708646
879	0.1080944453
880	0.1080636759
881	0.1080191762
882	0.1079638535
883	0.1076621565
884	0.1075511097
885	0.1074486441
886	0.1074215261
887	0.1073871165
888	0.1073545406
889	0.1072486934
890	0.1071733815
891	0.1070666885
892	0.1070334023
893	0.1069662314
894	0.106915206
895	0.1067728339
896	0.1067537329
897	0.1066950017
898	0.1066632079
899	0.1065064406
900	0.1064693874
901	0.1064305045
902	0.106367209
903	0.1061172528
904	0.1060991525
905	0.1060573719
906	0.1058929367
907	0.1058475605
908	0.1058012158
909	0.1056755766
910	0.1054646023
911	0.1054210024
912	0.105128073
913	0.1051194639
914	0.1050847194
915	0.1050618666
916	0.1050184725
917	0.1049404026
918	0.1049158721
919	0.1048916696
920	0.1048748813
921	0.1048506341
922	0.1048002476
923	0.1047899023
924	0.1046637861
925	0.1046574309
926	0.1045715096
927	0.104548128
928	0.1044837357
929	0.1044467012
930	0.1043814396
931	0.1043308035
932	0.1042613437
933	0.1042342786
934	0.1040874809
935	0.1039862511
936	0.1039539861
937	0.1039182645
938	0.1038223105
939	0.1037465957
940	0.1037438888
941	0.1036279715
942	0.1035824522
943	0.1035338597
944	0.1034964778
945	0.1034117692
946	0.1034067686
947	0.1033962806
948	0.1032565741
949	0.1032027787
950	0.1031404001
951	0.1031356108
952	0.1030536277
953	0.1029440571
954	0.1027794399
955	0.1027531321
956	0.1026784944
957	0.102636324
958	0.1024916445
959	0.1023943312
960	0.1023198752
961	0.102264161
962	0.1022168012
963	0.1021526995
964	0.1021389858
965	0.1020959654
966	0.1020584336
967	0.1020116681
968	0.1019991046
969	0.1018982761
970	0.1018639354
971	0.1017241336
972	0.101674303
973	0.1015591092
974	0.1015504716
975	0.1013921611
976	0.1012765371
977	0.101257564
978	0.1012564661
979	0.10123829
980	0.101116571
981	0.1010964869
982	0.1009387932
983	0.1008678105
984	0.1008286646
985	0.1008244866
986	0.1007585781
987	0.1007506359
988	0.1007251115
989	0.1006763086
990	0.1006369542
991	0.1006235256
992	0.1005285549
993	0.1005072605
994	0.1004257196
995	0.1002779418
996	0.1002747874
997	0.1002544233
998	0.1001577179
999	0.1001415637
1000	0.09998807038
1001	0.09994272401
1002	0.09990725227
1003	0.09986137302
1004	0.09983193148
1005	0.09978463281
1006	0.09977293604
1007	0.09975776261
1008	0.09974774978
1009	0.09968766729
1010	0.09966906955
1011	0.09957646776
1012	0.09957006225
1013	0.09954326631
1014	0.09949755249
1015	0.09945832459
1016	0.09943998639
1017	0.09940119228
1018	0.09934052732
1019	0.09929542288
1020	0.09927393156
1021	0.09907367301
1022	0.09902130836
1023	0.09894403888
1024	0.09892842649
1025	0.09891735116
1026	0.09889438815
1027	0.09888062079
1028	0.09885715386
1029	0.09881674241
1030	0.09877787335
1031	0.09877386963
1032	0.0987391564
1033	0.09873825466
1034	0.09873706007
1035	0.0986665206
1036	0.09862150276
1037	0.09842478274
1038	0.09839775046
1039	0.09835626454
1040	0.09831241787
1041	0.09828622215
1042	0.0982605453
1043	0.09824963194
1044	0.0981070702
1045	0.09809662424
1046	0.09802313773
1047	0.09802268545
1048	0.09792893534
1049	0.09785424659
1050	0.09771527712
1051	0.09764335176
1052	0.09761857204
1053	0.09759961672
1054	0.0975111563
1055	0.09738182171
1056	0.09737810862
1057	0.09736522356
1058	0.09723410416
1059	0.09720991744
1060	0.09719489511
1061	0.09715303525
1062	0.09709599439
1063	0.09707458089
1064	0.09698091579
1065	0.09697991824
1066	0.09697462872
1067	0.09696985235
1068	0.09694057654
1069	0.09687852527
1070	0.09687528957
1071	0.09681260151
1072	0.09679387392
1073	0.09678644395
1074	0.09676725226
1075	0.09673924933
1076	0.09663712391
1077	0.09649872328
1078	0.09645569081
1079	0.09644402253
1080	0.09631839975
1081	0.09629360034
1082	0.09629302652
1083	0.09627632616
1084	0.09626392833
1085	0.09626246097
1086	0.09619452422
1087	0.09612934902
1088	0.09611978784
1089	0.09608557995
1090	0.09598853
1091	0.09595757005
1092	0.09571172334
1093	0.0956778809
1094	0.09564398394
1095	0.09559842702
1096	0.09558558806
1097	0.0955756761
1098	0.09554458737
1099	0.09550466328
1100	0.09547936773
1101	0.09547392132
1102	0.09543394726
1103	0.09542807609
1104	0.09541508598
1105	0.09532644151
1106	0.09531026685
1107	0.09529748801
1108	0.09528607788
1109	0.09528019525
1110	0.09519547025
1111	0.09497365339
1112	0.09495147016
1113	0.09484759637
1114	0.09482305799
1115	0.0947233338
1116	0.09466606441
1117	0.09454236651
1118	0.09453023889
1119	0.09451904594
1120	0.09448482796
1121	0.09445280083
1122	0.09442141821
1123	0.09441957413
1124	0.09437315348
1125	0.09436449332
1126	0.09435030037
1127	0.09427780243
1128	0.09425260589
1129	0.09419874477
1130	0.0941738892
1131	0.09411116657
1132	0.09408182085
1133	0.09405468394
1134	0.09394842139
1135	0.09392138832
1136	0.09391262551
1137	0.0938995254
1138	0.0938723392
1139	0.09382979143
1140	0.09381142811
1141	0.0937019334
1142	0.09366631105
1143	0.09356398675
1144	0.09347385615
1145	0.09347178135
1146	0.09342771404
1147	0.09341692973
1148	0.09340235564
1149	0.09339778152
1150	0.09334559902
1151	0.09322511538
1152	0.09320401291
1153	0.09313237164
1154	0.09308222007
1155	0.09306293558
1156	0.09304701634
1157	0.09296266184
1158	0.09294268953
1159	0.09288910357
1160	0.09286162873
1161	0.09284203703
1162	0.09280449926
1163	0.09274125035
1164	0.09272797483
1165	0.0926486281
1166	0.09263229296
1167	0.0926030712
1168	0.09246646627
1169	0.09245240626
1170	0.09244043645
1171	0.09233976678
1172	0.09232539504
1173	0.09230798611
1174	0.09229711214
1175	0.09228508177
1176	0.09222808107
1177	0.09218473823
1178	0.09215053824
1179	0.09213947572
1180	0.09210496532
1181	0.0920712703
1182	0.09203218662
1183	0.09200486963
1184	0.09198124112
1185	0.09196531891
1186	0.09192291858
1187	0.09190364853
1188	0.09185965429
1189	0.09183326061
1190	0.09182281935
1191	0.09179205634
1192	0.09176465104
1193	0.09174553486
1194	0.09169930248
1195	0.09169328597
1196	0.09167911646
1197	0.09165241909
1198	0.09165197677
1199	0.09159403203
1200	0.09156331141
1201	0.0915258782
1202	0.09147438714
1203	0.09145953067
1204	0.09142641808
1205	0.09136799555
1206	0.09135228703
1207	0.0913334795
1208	0.09128288625
1209	0.09110832889
1210	0.09110534037
1211	0.09110044832
1212	0.09109713189
1213	0.09109409899
1214	0.09109136371
1215	0.09108813405
1216	0.09106794138
1217	0.09105830052
1218	0.09095615654
1219	0.09084840707
1220	0.09083670659
1221	0.09083289509
1222	0.09083234114
1223	0.0908108592
1224	0.09078145943
1225	0.09077488921
1226	0.09076500386
1227	0.09070465213
1228	0.09055381081
1229	0.09054755095
1230	0.09054507969
1231	0.09054135498
1232	0.0904723298
1233	0.09046843991
1234	0.09045400025
1235	0.0903949567
1236	0.09039102371
1237	0.09038371295
1238	0.09036777009
1239	0.09036533657
1240	0.09035871963
1241	0.09035646774
1242	0.09034454888
1243	0.09030516256
1244	0.09023964942
1245	0.09023839569
1246	0.09015480088
1247	0.09013263475
1248	0.09012854406
1249	0.09008602601
1250	0.09008046616
1251	0.0900743062
1252	0.09004487106
1253	0.09002927817
1254	0.08995274135
1255	0.08995187185
1256	0.08991523913
1257	0.08984422504
1258	0.0898226742
1259	0.08976270482
1260	0.08976063061
1261	0.08975753067
1262	0.08974445023
1263	0.08972055238
1264	0.08971932755
1265	0.08969541568
1266	0.08968947921
1267	0.08966632581
1268	0.08964886274
1269	0.08962506195
1270	0.08959350794
1271	0.0895783665
1272	0.08957097628
1273	0.08951142707
1274	0.08950686631
1275	0.08950047604
1276	0.08941897847
1277	0.0893980158
1278	0.08937560699
1279	0.08933688671
1280	0.08933254535
1281	0.08932168253
1282	0.08928794177
1283	0.0892531266
1284	0.08924814191
1285	0.08918307631
1286	0.08916117437
1287	0.08915161844
1288	0.08908579265
1289	0.0890550063
1290	0.08903311173
1291	0.08899451163
1292	0.08898208999
1293	0.08898180401
1294	0.08896172441
1295	0.08892645465
1296	0.08886875412
1297	0.08882798164
1298	0.08878397556
1299	0.08874965123
1300	0.0886676358
1301	0.08861471607
1302	0.08859911859
1303	0.08858294332
1304	0.08857646934
1305	0.08856031692
1306	0.08853665285
1307	0.08846419775
1308	0.0884589073
1309	0.08842233162
1310	0.08831746226
1311	0.0883070109
1312	0.08829617482
1313	0.08829387663
1314	0.08826172712
1315	0.08825394117
1316	0.08823762663
1317	0.08818510235
1318	0.08817700864
1319	0.08815651565
1320	0.08815364798
1321	0.08800906541
1322	0.08798574902
1323	0.08793148559
1324	0.08791572207
1325	0.08791395434
1326	0.0878932797
1327	0.08779931315
1328	0.08777612272
1329	0.08773527544
1330	0.087709103
1331	0.08769843077
1332	0.08764352617
1333	0.08754975013
1334	0.08746097596
1335	0.08745890315
1336	0.08744457578
1337	0.08740956489
1338	0.08737828294
1339	0.0873743176
1340	0.08736609594
1341	0.0873650691
1342	0.08733433421
1343	0.08732069193
1344	0.0873138491
1345	0.08729059131
1346	0.08726324803
1347	0.08724652292
1348	0.08723459671
1349	0.08723392476
1350	0.08722519052
1351	0.08721989192
1352	0.08720234841
1353	0.0871927699
1354	0.0871918133
1355	0.0871775348
1356	0.08715763089
1357	0.08714876721
1358	0.08714749414
1359	0.08711794497
1360	0.08711249669
1361	0.08710611176
1362	0.08709692199
1363	0.08709205692
1364	0.08708094032
1365	0.08706554507
1366	0.08704868681
1367	0.0869930939
1368	0.08698585925
1369	0.08694383149
1370	0.08687291575
1371	0.08686951477
1372	0.08686839394
1373	0.08686471996
1374	0.08686356547
1375	0.08685998449
1376	0.08685820224
1377	0.08677955096
1378	0.08677139353
1379	0.08674912124
1380	0.08674628877
1381	0.08672730075
1382	0.08671985646
1383	0.08670687526
1384	0.08670102054
1385	0.08667143629
1386	0.08651698886
1387	0.08641755588
1388	0.08627283711
1389	0.08625127547
1390	0.08619798279
1391	0.08617691235
1392	0.08606946151
1393	0.08605617578
1394	0.08604375489
1395	0.08599765831
1396	0.0859889918
1397	0.08590745452
1398	0.08590641763
1399	0.08585674738
1400	0.08584940292
1401	0.08581675295
1402	0.08579506061
1403	0.08577862462
1404	0.08574128941
1405	0.0856694341
1406	0.08562174551
1407	0.08561598233
1408	0.0856081338
1409	0.08559863964
1410	0.08556246821
1411	0.08555296327
1412	0.08554108487
1413	0.08550597507
1414	0.08550005408
1415	0.08548907467
1416	0.08548827667
1417	0.08547568242
1418	0.08528516174
1419	0.08527301532
1420	0.08521358252
1421	0.08521206188
1422	0.08509873108
1423	0.08509042117
1424	0.08490578851
1425	0.0849052099
1426	0.08490224906
1427	0.0848347795
1428	0.0848230196
1429	0.08481564457
1430	0.0848015457
1431	0.08479271791
1432	0.0847867334
1433	0.08478093798
1434	0.08475822956
1435	0.08463392129
1436	0.08463290117
1437	0.08459198809
1438	0.08457863385
1439	0.08448745556
1440	0.08441502218
1441	0.08439033536
1442	0.08438103903
1443	0.08433015953
1444	0.08427545833
1445	0.08425489031
1446	0.08425217592
1447	0.08420611422
1448	0.0841986466
1449	0.08417279632
1450	0.08416629657
1451	0.08415207186
1452	0.08415061859
1453	0.08411186351
1454	0.08410360131
1455	0.08408837295
1456	0.08404503277
1457	0.08402379187
1458	0.08402108066
1459	0.08400130445
1460	0.08398430893
1461	0.0839810473
1462	0.08398077398
1463	0.08396646888
1464	0.0839352431
1465	0.08388100694
1466	0.08371896505
1467	0.08371250779
1468	0.08363475221
1469	0.08360298558
1470	0.08359385673
1471	0.08353733392
1472	0.08352948559
1473	0.08350952794
1474	0.08350210423
1475	0.08349642674
1476	0.08347456203
1477	0.08340378689
1478	0.08334833706
1479	0.08331807702
1480	0.08325617723
1481	0.08319978872
1482	0.08314393923
1483	0.08313773879
1484	0.08311449349
1485	0.08310829459
1486	0.08309395919
1487	0.08307628535
1488	0.08305489518
1489	0.0830265932
1490	0.08298080519
1491	0.0829746482
1492	0.08296705774
1493	0.0828856252
1494	0.08286180708
1495	0.08278416927
1496	0.08270966707
1497	0.08267696497
1498	0.08265718688
1499	0.08248192491
1500	0.08247418879
1501	0.08245968499
1502	0.08236389304
1503	0.08235662232
1504	0.08223394146
1505	0.08222629229
1506	0.0821959029
1507	0.08214411804
1508	0.08208492726
